,c0-100_c0-100_color_reverse_col,c0-100_c0-100_color_reverse_gra,c0-100_c0-100_fft_freq_reverse_col,c0-100_c0-100_fft_freq_reverse_gra,c0-100_c0-100_color_col,c0-100_c0-100_color_gra,c0-100_c0-100_fft_freq_col,c0-100_c0-100_fft_freq_gra,g4-100_c0-100_color_reverse_col,g4-100_c0-100_color_reverse_gra,g4-100_c0-100_fft_freq_reverse_col,g4-100_c0-100_fft_freq_reverse_gra,g4-100_c0-100_color_col,g4-100_c0-100_color_gra,g4-100_c0-100_fft_freq_col,g4-100_c0-100_fft_freq_gra
0,0.5284199714660645,0.3405599892139435,0.5284199714660645,0.3405599892139435,0.5284199714660645,0.3405599892139435,0.5284199714660645,0.3405599892139435,0.47731998562812805,0.3984600007534027,0.47731998562812805,0.3984600007534027,0.47731998562812805,0.3984600007534027,0.47731998562812805,0.3984600007534027
1,0.5238800048828125,0.3427000045776367,0.47788000106811523,0.2893800139427185,0.48306000232696533,0.28619998693466187,0.5138599872589111,0.33959999680519104,0.4555799961090088,0.39065998792648315,0.4503600001335144,0.3752399981021881,0.45774000883102417,0.3734999895095825,0.45284000039100647,0.36517998576164246
2,0.5077999830245972,0.32717999815940857,0.39583998918533325,0.20642000436782837,0.39583998918533325,0.20642000436782837,0.48868000507354736,0.34150001406669617,0.4562399983406067,0.38920000195503235,0.4075799882411957,0.32725998759269714,0.26499998569488525,0.19631999731063843,0.4133400022983551,0.31856000423431396
3,0.4928799867630005,0.3197399973869324,0.3076399862766266,0.13835999369621277,0.3256399929523468,0.1410199999809265,0.41694000363349915,0.265639990568161,0.42392000555992126,0.38444000482559204,0.392520010471344,0.3131999969482422,0.07813999801874161,0.05917999893426895,0.3950600028038025,0.31119999289512634
4,0.460640013217926,0.29330000281333923,0.3040800094604492,0.1369200050830841,0.3060399889945984,0.1252799928188324,0.32495999336242676,0.2622399926185608,0.4085400104522705,0.3802199959754944,0.3718400001525879,0.29006001353263855,0.08312000334262848,0.06639999896287918,0.33928000926971436,0.2557399868965149
5,0.4374200105667114,0.29142001271247864,0.30164000391960144,0.13527999818325043,0.21554000675678253,0.07367999851703644,0.2603600025177002,0.184579998254776,0.3977000117301941,0.3722200095653534,0.2982200086116791,0.22540000081062317,0.08113999664783478,0.06785999983549118,0.31477999687194824,0.24607999622821808
6,0.40606001019477844,0.2897999882698059,0.24536000192165375,0.10227999836206436,0.13176000118255615,0.042160000652074814,0.19271999597549438,0.13600000739097595,0.38005998730659485,0.35085999965667725,0.27814000844955444,0.210099995136261,0.06852000206708908,0.056759998202323914,0.3047800064086914,0.23720000684261322
7,0.4045799970626831,0.29179999232292175,0.23002000153064728,0.09220000356435776,0.05883999913930893,0.020099999383091927,0.1795399934053421,0.13561999797821045,0.3754200041294098,0.3521600067615509,0.23871999979019165,0.1727599948644638,0.02167999930679798,0.020600000396370888,0.20413999259471893,0.15432000160217285
8,0.35339999198913574,0.28981998562812805,0.22236000001430511,0.093019999563694,0.062300000339746475,0.019200000911951065,0.10108000040054321,0.0646200031042099,0.3355799913406372,0.3128800094127655,0.18384000658988953,0.1286800056695938,0.014340000227093697,0.01233999989926815,0.15133999288082123,0.10886000096797943
9,0.3400999903678894,0.2735599875450134,0.18082000315189362,0.07159999758005142,0.036159999668598175,0.013539999723434448,0.08895999938249588,0.05483999848365784,0.3294200003147125,0.307779997587204,0.1841599941253662,0.12912000715732574,0.009019999764859676,0.008539999835193157,0.16580000519752502,0.12008000165224075
10,0.33904001116752625,0.2740600109100342,0.17419999837875366,0.07107999920845032,0.02606000006198883,0.010900000110268593,0.0737600028514862,0.05034000054001808,0.32585999369621277,0.30316001176834106,0.17418000102043152,0.12605999410152435,0.00788000039756298,0.007360000163316727,0.11875999718904495,0.07472000271081924
11,0.3386799991130829,0.2651599943637848,0.1040399968624115,0.04315999895334244,0.018699999898672104,0.008700000122189522,0.04280000180006027,0.02831999957561493,0.3239800035953522,0.304639995098114,0.1695999950170517,0.12443999946117401,0.006300000008195639,0.00558000011369586,0.09279999881982803,0.060419999063014984
12,0.33094000816345215,0.2596000134944916,0.07952000200748444,0.03571999818086624,0.01372000016272068,0.00675999978557229,0.04918000102043152,0.03237999975681305,0.24765999615192413,0.23141999542713165,0.13461999595165253,0.09826000034809113,0.004900000058114529,0.00406000018119812,0.08466000109910965,0.05517999827861786
13,0.20759999752044678,0.16594000160694122,0.06756000220775604,0.030939999967813492,0.011339999735355377,0.004819999914616346,0.03886000066995621,0.02304000034928322,0.2574400007724762,0.24048000574111938,0.0746999979019165,0.052880000323057175,0.0035000001080334187,0.00279999990016222,0.08578000217676163,0.05689999833703041
14,0.18741999566555023,0.1647000014781952,0.06667999923229218,0.02759999968111515,0.010440000332891941,0.004399999976158142,0.02346000075340271,0.014480000361800194,0.21323999762535095,0.1974399983882904,0.07528000324964523,0.05389999970793724,0.004900000058114529,0.0038399999029934406,0.07711999863386154,0.05522000044584274
15,0.15629999339580536,0.16116000711917877,0.058479998260736465,0.02515999972820282,0.010040000081062317,0.004459999967366457,0.017899999395012856,0.010780000127851963,0.17618000507354736,0.16335999965667725,0.07952000200748444,0.058139998465776443,0.003539999946951866,0.00279999990016222,0.07518000155687332,0.0551999993622303
16,0.1590999960899353,0.16439999639987946,0.054659999907016754,0.024560000747442245,0.010579999536275864,0.00430000014603138,0.013700000010430813,0.009100000374019146,0.18106000125408173,0.16991999745368958,0.0714000016450882,0.057840000838041306,0.0029800001066178083,0.0023799999617040157,0.04721999913454056,0.033720001578330994
17,0.11856000125408173,0.12916000187397003,0.02645999938249588,0.01116000022739172,0.010579999536275864,0.00394000019878149,0.011739999987185001,0.009039999917149544,0.11648000031709671,0.11140000075101852,0.0501599982380867,0.03984000161290169,0.0033599999733269215,0.00279999990016222,0.03150000050663948,0.022199999541044235
18,0.11575999855995178,0.12676000595092773,0.019360000267624855,0.008679999969899654,0.010359999723732471,0.0037400000728666782,0.011620000004768372,0.009220000356435776,0.11590000241994858,0.11258000135421753,0.03317999839782715,0.02638000063598156,0.003220000071451068,0.0028200000524520874,0.026000000536441803,0.01860000006854534
19,0.11633999645709991,0.12661999464035034,0.019899999722838402,0.007319999858736992,0.007639999967068434,0.0028800000436604023,0.011640000157058239,0.008899999782443047,0.08934000134468079,0.08649999648332596,0.022220000624656677,0.01745999976992607,0.002739999908953905,0.0024399999529123306,0.02208000048995018,0.01616000011563301
20,0.11556000262498856,0.1265600025653839,0.014499999582767487,0.005859999917447567,0.007720000110566616,0.0027799999807029963,0.009220000356435776,0.0077599999494850636,0.07398000359535217,0.07218000292778015,0.02630000002682209,0.021080000326037407,0.0027799999807029963,0.002360000042244792,0.017899999395012856,0.013039999641478062
21,0.07240000367164612,0.08021999895572662,0.01348000019788742,0.005539999809116125,0.007360000163316727,0.002520000096410513,0.008440000005066395,0.007160000037401915,0.05522000044584274,0.05243999883532524,0.0246799997985363,0.020339999347925186,0.002580000087618828,0.00215999991632998,0.015960000455379486,0.01143999956548214
22,0.058880001306533813,0.0663599967956543,0.012480000033974648,0.004519999958574772,0.009519999846816063,0.0031399999279528856,0.008080000057816505,0.00675999978557229,0.05155999958515167,0.04967999830842018,0.024800000712275505,0.020419999957084656,0.002219999907538295,0.0017999999690800905,0.010080000385642052,0.007199999876320362
23,0.04919999837875366,0.054499998688697815,0.012299999594688416,0.004540000110864639,0.010739999823272228,0.0032399999909102917,0.008080000057816505,0.006599999964237213,0.061039999127388,0.05827999860048294,0.02102000080049038,0.01759999990463257,0.002460000105202198,0.0019199999514967203,0.0094200000166893,0.007160000037401915
24,0.045499999076128006,0.050360001623630524,0.012160000391304493,0.004559999797493219,0.009560000151395798,0.002859999891370535,0.007780000101774931,0.006219999864697456,0.0412600003182888,0.03936000168323517,0.015780000016093254,0.013620000332593918,0.002460000105202198,0.0017399999778717756,0.006899999920278788,0.005239999853074551
